,,,,,,,24255.8 ,,,
3月30日,1,RPTFE RS838 [HG/T20627],RF100-300,180*115*3,6,32.7 ,196.2 ,15HR-33,,
,2,RPTFE RS838 [HG/T20627],RF25-300,73*34*3,9,5.4 ,48.6 ,15HR-33,,
,3,RPTFE RS838 [HG/T20627],RF50-300,111*61*3,3,12.4 ,37.2 ,15HR-33,,
,4,缠绕垫  L152CK  1232,M119.808,356*325*303*273,2,179.3 ,358.6 ,15HRX-17,,
,5,缠绕垫  L152CK  1232,M127.1304,244*206*182*160,2,116.7 ,233.4 ,15HRX-17,,
,6,缠绕垫  L0E01CK [HG20610],D300-40  2232,417*364*340*328,2,220.0 ,440.0 ,15HRX-18,,
,7,缠绕垫  L0E01CK [HG20610],D400-40  2232,546*470*442*430,2,388.0 ,776.0 ,15HRX-18,,
,8,缠绕垫  G7E141  1222,G7E141.001,675*630*580*550,4,318.6 ,1274.4 ,15HRX-41,,
,9,XB350 G7E141 [HG/T20627],RF200-150,278.5*220*3,2,7.4 ,14.8 ,15HRX-41,,
,10,XB350 G7E141 [HG/T20627],RF25-150,65.5*34*3,2,0.8 ,1.6 ,15HRX-41,,
,11,XB350 G7E141 [HG/T20627],RF50-150,104.5*61*3,2,1.6 ,3.2 ,15HRX-41,,
,12,XB350 G7E141 [HG/T20627],RF80-150,136.5*89*3,2,2.4 ,4.8 ,15HRX-41,,
,13,G7E141 [HG/T20631],D25-600  1222,73*47.8*31.8*27,3,10.0 ,30.0 ,15HRX-41,,
,14,G7E141 [HG/T20631],D300-600  1222,456*374.7*327.2*317.5,6,186.0 ,1116.0 ,15HRX-41,,
,15,G7E141 [HG/T20631],D50-600  1222,111*85.9*69.9*55.6,6,18.6 ,111.6 ,15HRX-41,,
,16,国产无石棉 G7E141[NB/T47024],800-1.0,844*804*3,1,291.6 ,291.6 ,15HRX-41,,
,17,石墨复合垫（316L） G6E23C ,G6E23C.001,1369*506*3(按图）,4,374.0 ,1496.0 ,15HRX-42,,
,18,石墨复合垫（316L） G6E23C ,G6E23C.002,309*276*3,8,71.6 ,572.8 ,15HRX-42,,
,19,石墨复合垫（316L） G6E23C ,G6E23C.004,240*200*160*3  8*18,4,65.0 ,260.0 ,15HRX-42,,
,20,XB350 G6E23C [HG/T20627],RF1200B-150,1305*1219*3,2,114.5 ,229.0 ,15HRX-42,,
,21,XB350 G6E23C [HG/T20627],RF1400B-150,1513*1422*3,2,142.9 ,285.8 ,15HRX-42,,
,22,XB350 G6E23C [HG/T20627],RF150-300,250*169*3,4,7.0 ,28.0 ,15HRX-42,,
,23,XB350 G6E23C [HG/T20627],RF40-300,94.5*49*3,4,1.5 ,6.0 ,15HRX-42,,
,24,石墨复合垫（316L） G6E23C ,RF1200B-150,1305*1219*3,2,510.9 ,1021.8 ,15HRX-42,,
,25,石墨复合垫（316L） G6E23C ,RF1400B-150,1513*1422*3,2,618.1 ,1236.2 ,15HRX-42,,
,26,石墨复合垫（316L） G6E23C ,RF150-300,250*169*3,4,46.9 ,187.6 ,15HRX-42,,
,27,石墨复合垫（316L） G6E23C ,RF25-150,65.5*34*3,6,6.0 ,36.0 ,15HRX-42,,
,28,石墨复合垫（316L） G6E23C ,RF40-150,84.5*49*3,2,8.0 ,16.0 ,15HRX-42,,
,29,石墨复合垫（316L） G6E23C ,RF40-300,94.5*49*3,4,9.0 ,36.0 ,15HRX-42,,
,30,XB350 G2EK106-H [HG/T20606],RF150-6,207*169*3,2,4.5 ,9.0 ,15HRX-55,,
,31,XB350 G2EK106-H [HG/T20606],RF250-16,329*273*3,4,9.4 ,37.6 ,15HRX-55,,
,32,XB350 G2EK106-H [NB/T47024],1000-1.6,1065*1015*3,2,81.7 ,163.4 ,15HRX-55,,
,33,缠绕垫  F0D30AG [HG20610],D80-10  2222,142*115*99*90,1,27.6 ,27.6 ,2015C08-17,,
,34,RSB 304 G5K34 [HG/T20606],RF40-10,92*49*3,3,5.7 ,17.1 ,2015C08-21,,
,35,RSB 304 G5K34 [HG/T20606],RF400-10,489*426*3,3,95.7 ,287.1 ,2015C08-21,,
,36,RSB 304 G5K34 [HG/T20606],RF500-10,594*530*3,3,127.0 ,381.0 ,2015C08-21,,
,37,RSB 304 G5K34,G5K34.005,1244*1200*3,3,309.5 ,928.5 ,2015C08-21,,
,38,G7E100  [NB/T47025],D22-700-6.4,844*818*768*732,2,334.0 ,668.0 ,2014C08-086,,
,39,特力无石棉  G5K34,G5K34.011,35*28*1,3,1.5 ,4.5 ,2015C08-21,,
,40,特力无石棉  G5K34,G5K34.012,39*32*1.5,234,2.0 ,468.0 ,2015C08-21,,
,41,缠绕垫   [HG20631],D300-150  2535,408*374.7*339.9*317.5,2,220.0 ,440.0 ,15AC28010,,
,,,,,,,13781.0 ,,,
3月20日,1,国产无石棉 G7E109,G7E109.002,644*604*3--,1,,0.0 ,14HRX-162,,
,2,国产无石棉 G7E109,G7E109.003,644*604*3,1,,0.0 ,14HRX-162,,
,,,,,,,,,,
4月7日,1,L0E05铜-B  2232,L0E05铜-B.003,694*660*615*570,2,500.4 ,1000.8 ,13HR-152,,
,2,L0E05铜-B  2232,L0E05铜-B.004,452*425*394*380,2,210.0 ,420.0 ,13HR-152,,
,,,,,,,1420.8 ,,,
4月20日,1,石墨复合垫(316L) G6K05,G6K05.001,1433*1282*3(按图）,1,471.0 ,471.0 ,15HR-71,,
,,,,,,,471.0 ,,,
4月30日,1,金属包覆垫 G7E04A 304+石棉 ,G7E04.002,514*426*3,4,233.3 ,933.2 ,15HR-44,,
,2,金属包覆垫 G7E04A 304+石棉 ,G7E04.003,775*735*3,4,298.9 ,1195.6 ,15HR-44,,
,3,金属包覆垫 G7E04A 304+石棉 ,G7E04.011,71*34*3,4,38.4 ,153.6 ,15HR-44,,
,4,金属包覆垫 G7E05A 304+石棉 ,G7E05.001,474*380*3,2,216.0 ,432.0 ,15HR-45,,
,5,金属包覆垫 G7E05A 304+石棉 ,G7E05.003,708*620*3,4,327.5 ,1310.0 ,15HR-45,,
,6,金属包覆垫 G7E05A 304+石棉 ,G7E05.010,417*335*3,2,182.0 ,364.0 ,15HR-45,,
,7,金属包覆垫 G7E05A 304+石棉 ,G7E05.011,82*25*3,2,41.0 ,82.0 ,15HR-45,,
,8,国产无石棉 G2EK08A-H [HG/T20606],RF200-6,262*220*3,2,28.1 ,56.2 ,15HRX-52,,
,9,国产无石棉 G2EK08A-H [HG/T20606],RF800-2.5,890*820*3,4,310.2 ,1240.8 ,15HRX-52,,
,10,国产无石棉 G2EK09A-H [HG/T20606],RF200-6,262*220*3,2,28.1 ,56.2 ,15HRX-53,,
,11,国产无石棉 G2EK09A-H [HG/T20606],RF700-2.5,784*720*3,4,240.7 ,962.8 ,15HRX-53,,
,12,国产无石棉 G2EK10A-H [HG/T20606],RF250-6,317*273*3,2,43.0 ,86.0 ,15HRX-54,,
,13,国产无石棉 G2EK10A-H [HG/T20606],RF600-6,679*630*3,4,188.8 ,755.2 ,15HRX-54,,
,14,国产无石棉 G2EK45C-H ,G2EK45C-H.003,1280*1224*3,4,525.0 ,2100.0 ,15HRX-58,,
,15,XB350 G2EK45C-H [HG/T20606],RF250-6,317*273*3,2,13.5 ,27.0 ,15HRX-58,,
,16,XB350 G2EK46C-H [HG/T20606],RF300-6,373*324*3,2,17.4 ,34.8 ,15HRX-59,,
,17,国产无石棉  G2EK47C-H,G2EK47C-H.001,980*924*3,2,341.9 ,683.8 ,15HRX-60,,
,18,国产无石棉  G2EK47C-H,G2EK47C-H.002,880*824*3,2,303.3 ,606.6 ,15HRX-60,,
,19,XB350 G2EK47C-H [HG/T20606],RF300-6,373*324*3,2,17.4 ,34.8 ,15HRX-60,,
,20,国产无石棉 G2EK47C-H [HG/T20606],RF50-6,96*61*3,4,3.9 ,15.6 ,15HRX-60,,
,21,XB350 G2EN92A-H [HG/T20606],RF150-6,207*169*3,2,4.5 ,9.0 ,15HRX-65,,
,22,XB350 G2EN92A-H [HG/T20606],RF400-6,473*426*3,2,22.2 ,44.4 ,15HRX-65,,
,23,XB350 G2EN92A-H [HG/T20606],RF450-6,528*480*3,2,26.8 ,53.6 ,15HRX-65,,
,24,XB350 G2EN92A-H [HG/T20606],RF80-6,132*89*3,2,2.4 ,4.8 ,15HRX-65,,
,25,国产无石棉 G2EN92A-H [NB/T47024],1000-0.25,1044*1004*3,2,368.6 ,737.2 ,15HRX-65,,
,26,XB350 G2EN93A-H [HG/T20606],RF150-6,207*169*3,2,4.5 ,9.0 ,15HRX-66,,
,27,XB350 G2EN93A-H [HG/T20606],RF300-10,378*324*3,4,17.6 ,70.4 ,15HRX-66,,
,28,XB350 G2EN93A-H [HG/T20606],RF65-10,127*77*3,2,2.1 ,4.2 ,15HRX-66,,
,29,国产无石棉 G2EN93A-H [NB/T47024],900-0.6,944*904*3,2,317.3 ,634.6 ,15HRX-66,,
,30,XB350 G2EN94A-H [HG/T20606],RF150-6,207*169*3,2,4.5 ,9.0 ,15HRX-67,,
,31,XB350 G2EN94A-H [HG/T20606],RF250-25,340*273*3,4,15.5 ,62.0 ,15HRX-67,,
,32,国产无石棉 G2EN94A-H [NB/T47024],900-1.6,965*915*3,2,331.5 ,663.0 ,15HRX-67,,
,33,XB350 G6E36A [HG/T20606],RF100-25,168*115*3,2,4.0 ,8.0 ,2015C08-26,,
,34,XB350 G6E36A [HG/T20606],RF50-25,107*61*3,2,1.7 ,3.4 ,2015C08-26,,
,35,XB350 G6E36A [HG/T20606],RF600-2.5,679*630*3,2,35.4 ,70.8 ,2015C08-26,,
,36,XB350 G6E36A [HG/T20606],RF700-2.5,784*720*3,2,44.3 ,88.6 ,2015C08-26,,
,37,石墨复合垫(316L) G6E36A ,RF100-25,168*115*3,2,21.2 ,42.4 ,2015C08-26,,
,38,XB450加金属网 G6E36A [HG/T20606],RF15-10,51*22*3,4,0.8 ,3.2 ,2015C08-26,,
,39,石墨复合垫(316L) G6E36A ,RF15-25,51*22*3,4,5.0 ,20.0 ,2015C08-26,,
,40,石墨复合垫(316L) G6E36A ,RF50-25,107*61*3,2,11.5 ,23.0 ,2015C08-26,,
,41,XB450加金属网 G6E36A [HG/T20606],RF600-2.5,679*630*3,2,49.8 ,99.6 ,2015C08-26,,
,42,XB450加金属网 G6E36A [HG/T20606],RF700-2.5,784*720*3,2,66.4 ,132.8 ,2015C08-26,,
,43,F0D25R  [HG/T20610],D50-40  2232,107*86*70*61,1,28.0 ,28.0 ,2015C08-27,,
,44,RSB 304 G5K30B,G5K30B.004,1442*1400*3.2,3,415.9 ,1247.7 ,2015C08-32,,
,45,特力无石棉  G5K30B,G5K30B.007,39*32*2,288,2.0 ,576.0 ,2015C08-32,,
,46,特力无石棉  G5K30B,G5K30B.009,35*29*3,3,1.5 ,4.5 ,2015C08-32,,
,47,RSB 304 G5K30B [HG/T20606],RF150-6,207*169*3,6,21.5 ,129.0 ,2015C08-32,,
,48,RSB 304 G5K30B [HG/T20606],RF500-6,578*530*3,3,120.3 ,360.9 ,2015C08-32,,
,49,RSB 304 G5K30B [HG/T20606],RF600-6,679*630*3,3,147.5 ,442.5 ,2015C08-32,,
,50,RSB 304 G5K36A,G5K36A.004,1442*1400*3,3,415.9 ,1247.7 ,2015C08-34,,
,51,特力无石棉  G5K36A,G5K36A.011,39*32*2,288,2.0 ,576.0 ,2015C08-34,,
,52,RSB 304 G5K36A [HG/T20606],RF150-6,207*169*3,6,21.5 ,129.0 ,2015C08-34,,
,53,RSB 304 G5K36A [HG/T20606],RF500-6,578*530*3,3,120.3 ,360.9 ,2015C08-34,,
,54,RSB 304 G5K36A [HG/T20606],RF600-6,679*630*3,3,147.5 ,442.5 ,2015C08-34,,
,55,石墨复合垫（316L） G5E15A ,580*508*3,,4,151.4 ,605.6 ,2015C08-16,,
,56,石墨复合垫（316L） G5E15A,690*610*3,,4,214.3 ,857.2 ,2015C08-16,,
,57,石墨复合垫（316L） G5E15A ,G5E15.104,26*14*1,2,4.0 ,8.0 ,2015C08-16,,
,58,石墨复合垫（316L） G5E15A ,1100-0.25,1140*1100*3,2,428.9 ,857.8 ,2015C08-16,,
,59,RPTFE垫片  S1K61,S1K61.001,685*614*3,1,337.8 ,337.8 ,2015C08-53,,
,60,RPTFE垫片  S1K61,S1K61.004,28*20*3,1,1.0 ,1.0 ,2015C08-53,,
,,,,,,,22135.3 ,,,
,1,金属包覆垫  G7EY20 304+石棉 ,G7EY20.002,340*276*3,4,158.0 ,632.0,15AC08015,,
,2,金属包覆垫  G7EY20 304+石棉 ,G7EY20.003,648*560*3,4,312.8 ,1251.2,15AC08015,,
,3,金属包覆垫  G7EY20 304+石棉 ,G7EY20.011,71*34*3,2,38.4 ,76.8,15AC08015,,
